3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.640	3.640	3.640	3.640	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.650	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.650	3.650	3.650	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.650	3.640	3.650	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.650	3.640	3.640	3.640	3.640	3.650	3.650	3.640	3.640	3.640	3.640	3.650	3.640	3.640	3.640	3.640	3.640	3.640	3.650	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640	3.640
94.970	95.770	95.020	95.830	95.060	95.860	95.880	95.090	95.090	95.070	95.870	95.880	95.100	95.890	95.870	95.080	95.070	95.080	95.870	95.100	95.100	95.880	95.080	95.080	95.080	95.080	95.070	95.840	95.040	95.840	95.050	95.820	95.040	95.820	95.000	95.780	95.800	95.800	95.050	95.030	95.030	95.020	95.030	95.040	95.830	95.830	95.030	95.830	95.040	95.850	95.050	95.050	95.850	95.040	95.040	95.830	95.860	95.090	95.890	95.090	95.080	95.880	95.100	95.110	95.100	95.100	95.090	95.870	95.070	95.050	95.040	95.020	95.050	95.060	95.050	95.850	95.070	95.860	95.840	95.830	95.830	95.850	95.060	95.830	95.830	95.030	95.020	95.810	95.780	95.000	95.000	95.020	95.820	95.820	95.040	95.050	95.060	95.070	95.060	95.040	95.030	95.010	94.990	95.000	94.990	95.770	94.980	94.970	94.980	94.950	94.970	95.770	95.740	95.720	95.700	94.890	94.880	94.870	94.860	95.640
136.640	136.660	136.650	135.840	136.620	135.850	135.810	135.840	136.630	136.600	135.790	135.820	136.630	136.590	136.600	135.770	135.780	134.950	135.760	135.780	135.760	134.950	135.790	135.760	135.780	135.770	136.580	135.770	135.740	135.750	135.730	134.890	135.740	135.730	135.720	134.850	134.870	135.700	135.700	135.700	135.720	134.910	135.710	134.910	135.730	135.720	135.720	134.900	135.720	135.730	135.740	134.880	134.890	135.710	135.720	135.740	134.930	135.730	135.760	135.750	135.760	134.940	135.780	135.750	135.780	135.750	134.940	134.930	135.750	135.730	135.750	135.750	135.740	135.710	135.740	135.720	134.870	135.690	134.860	134.830	135.710	135.680	135.690	135.700	135.720	135.690	135.710	135.700	135.710	135.700	134.870	134.860	135.700	135.730	135.700	135.680	134.850	134.870	135.710	135.720	135.710	135.720	134.880	135.690	135.670	135.690	134.830	134.850	135.690	134.870	134.880	134.880	134.930	134.930	135.780	135.770	135.810	134.970	135.780	135.770
224.200	223.400	223.400	223.410	224.230	223.420	223.420	223.430	224.240	223.420	224.210	223.400	223.380	223.390	223.380	223.360	223.370	224.190	223.380	223.380	224.200	223.410	223.420	223.430	224.250	223.440	223.450	223.470	223.480	223.480	223.490	223.480	223.480	223.490	224.300	223.490	224.300	223.500	223.510	223.520	223.540	223.540	223.560	223.550	223.550	223.560	223.560	223.570	224.380	223.570	223.560	224.370	223.570	223.570	223.580	223.560	223.560	223.550	223.550	223.540	223.530	223.530	223.510	223.520	223.500	223.510	223.510	223.520	223.520	223.500	223.510	223.480	223.480	223.480	224.300	223.490	223.480	223.490	223.490	223.510	223.520	223.520	223.510	224.340	223.530	224.350	223.520	223.500	223.490	223.490	223.460	223.450	223.430	223.410	223.390	224.200	224.200	223.380	223.380	223.380	223.390	223.400	223.390	223.420	224.240	223.450	223.450	223.440	223.440	223.460	224.270	223.450	223.450	223.440	223.430	223.430	223.420	224.230	223.410	223.420
235.970	235.960	235.940	235.930	235.930	235.920	235.920	235.920	235.920	235.930	235.940	235.930	235.930	235.120	235.930	235.940	235.950	235.940	235.120	235.910	235.920	235.920	235.140	235.970	235.160	235.980	235.170	235.990	236.000	236.010	236.030	236.030	236.030	236.030	236.020	236.020	236.010	235.190	236.010	236.020	236.020	235.210	235.200	236.010	236.010	236.020	236.020	236.040	236.050	236.070	236.080	236.090	236.090	236.080	236.080	236.080	236.100	235.300	236.120	236.130	236.140	236.140	236.140	236.150	236.160	236.160	236.180	236.170	236.180	236.190	236.200	236.220	236.220	236.230	236.240	236.230	236.230	236.230	236.220	236.230	236.250	236.280	236.260	236.230	235.410	235.420	236.220	236.200	236.210	236.180	236.140	236.110	235.300	236.110	236.120	236.080	236.040	236.030	236.050	236.040	236.030	236.020	235.190	235.150	235.930	235.960	235.200	236.060	236.090	235.320	236.180	236.190	235.390	235.410	236.260	236.270	236.280	236.300	236.300	236.290
236.700	236.700	236.690	236.690	236.700	236.680	236.670	236.650	236.660	236.640	236.650	236.660	236.680	236.700	236.730	236.740	236.750	236.770	236.760	236.780	236.790	236.810	236.840	236.840	236.820	236.830	236.820	236.810	236.820	236.820	236.820	236.830	236.820	236.800	236.790	236.800	236.780	236.770	236.780	236.770	236.750	236.750	236.760	236.750	236.750	236.740	236.750	236.750	236.740	236.730	236.710	236.700	236.700	236.700	236.710	236.720	236.730	236.710	236.700	236.660	236.650	236.620	236.580	236.550	236.550	236.550	236.580	236.590	236.590	236.590	236.620	236.610	236.610	236.640	236.640	236.630	236.570	236.540	236.560	236.570	236.570	236.560	236.540	236.530	236.550	236.540	236.560	236.590	236.610	236.660	236.700	236.740	236.810	236.020	236.010	236.860	236.870	236.850	236.860	236.920	236.940	236.940	236.950	236.950	236.970	236.960	237.010	237.040	237.030	237.070	237.090	237.090	237.080	237.080	237.110	237.120	237.110	237.110	237.090	237.050
196.860	196.880	196.900	196.890	196.880	196.860	196.840	196.840	196.830	196.830	196.820	196.810	196.780	196.750	196.750	196.760	196.800	196.840	196.860	196.850	197.670	196.820	196.810	196.780	196.770	196.760	196.750	196.720	196.700	196.690	196.710	196.730	196.770	196.790	196.810	196.800	196.780	196.770	196.760	196.770	196.780	196.780	196.780	196.800	196.810	196.820	196.830	196.840	196.860	196.890	196.890	196.900	196.900	196.890	196.880	196.900	196.910	196.910	196.910	196.900	196.900	196.900	197.730	196.890	196.870	196.890	196.890	196.890	196.900	196.870	196.850	197.680	196.880	196.880	196.880	196.870	197.660	196.800	196.770	196.770	196.780	196.780	196.780	196.780	196.790	196.790	196.810	196.840	196.850	196.870	196.860	196.850	196.850	196.840	196.840	196.830	196.830	196.780	196.750	196.750	196.740	196.780	196.810	196.840	196.840	196.850	196.830	196.800	196.770	196.760	196.760	196.770	196.780	196.800	196.800	196.840	196.870	196.880	196.850	196.850
127.780	117.490	123.310	121.390	127.440	121.140	123.640	129.420	126.620	116.440	116.270	129.240	124.510	120.290	124.490	129.940	115.980	128.480	116.580	121.600	118.510	115.890	119.960	125.550	123.690	125.070	118.420	124.160	121.860	115.880	129.810	123.380	116.030	125.550	129.300	126.000	127.080	120.870	126.690	123.390	122.050	128.550	125.520	123.030	121.120	120.290	124.890	118.800	123.550	116.240	126.210	126.970	120.240	125.380	123.480	126.580	127.400	122.350	128.280	116.240	121.790	122.400	122.670	119.590	128.250	120.660	118.230	128.340	125.320	127.460	129.100	122.670	128.940	129.780	118.730	119.820	129.190	122.110	115.920	126.820	121.030	116.920	127.940	120.970	117.730	124.510	120.340	118.150	127.870	120.660	125.870	121.820	127.350	129.160	129.930	122.550	128.550	122.780	118.360	121.650	120.830	119.630	125.150	130.000	119.530	123.690	129.540	118.990	127.610	129.670	129.140	122.490	127.250	124.930	125.740	126.560	117.830	124.100	128.780	126.440
91.220	91.220	91.220	91.210	91.220	91.230	91.220	91.220	91.240	91.240	91.250	91.240	91.230	91.210	91.220	91.230	91.230	91.220	91.230	91.210	91.210	91.220	91.220	91.210	91.200	91.200	91.210	91.220	91.250	91.260	91.240	91.250	91.240	91.230	91.230	91.230	91.240	91.240	91.240	91.230	91.220	91.220	91.190	91.190	91.200	91.220	91.230	91.240	91.250	91.260	91.260	91.270	91.260	91.240	91.220	91.230	91.220	91.220	91.210	91.210	91.210	91.210	91.200	91.180	91.170	91.150	91.160	91.170	91.170	91.180	91.200	91.190	91.180	91.160	91.170	91.160	91.150	91.140	91.150	91.150	91.140	91.130	91.130	91.140	91.150	91.130	91.140	91.150	91.150	91.150	91.140	91.140	91.140	91.150	91.140	91.130	91.130	91.130	91.140	91.150	91.160	91.180	91.190	91.200	91.210	91.200	91.220	91.210	91.210	91.230	91.220	91.210	91.210	91.210	91.230	91.260	91.270	91.280	91.270	91.270
2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860	2.860
